	sequence	start	end	H_fei	H_pod	d_xy	f_st	me	deltaB0	deltaB0_bootstrap	outlier	bootstrap_outlier	rediem_var	distance_from_telomere_rescaled	exon_proportion	te_proportion
1009	chr3	12139528	12291237	0.00534	0.004220000000000001	0.02139	0.63485	0.0	57.56425264602876	-55.69804429530632	True	False	0.2367013117937317	0.30104056540319307	0.07565800315076891	0.22222148982591672
1010	chr3	12153065	12309116	0.005529999999999999	0.00485	0.0205	0.59608	1.0204081632653058e-08	20.284133993583964	-77.1985570023826	True	False	0.23483829659164895	0.3001647480114062	0.07684026375992464	0.22918789370141812
1011	chr3	12167002	12332151	0.00606	0.00502	0.02015	0.56858	1.0204081632653058e-08	21.222995426986017	-66.31527983379783	True	False	0.23361143315113636	0.2973005232925707	0.08109040926678333	0.21860259523218428
1012	chr3	12188614	12349061	0.0065	0.00511	0.02105	0.5677300000000001	2.0408163265306117e-08	-51.46303037276084	-125.60666541851242	False	False	0.23362526777927306	0.29419923910279616	0.08346681458674828	0.1857560440519299
1013	chr3	12210917	12364725	0.00617	0.005229999999999999	0.019280000000000002	0.54357	4.0816326530612233e-08	-64.89183495122415	-101.83850710860861	False	False	0.2328164032908456	0.29331142814300487	0.0782339020076979	0.19625767190263185
1014	chr3	12291237	12380110	0.00586	0.00504	0.02169	0.59833	2.0408163265306117e-08	-23.29479267259012	-125.7479598925129	False	False	0.2341137829624996	0.29180505895584685	0.03405983819607755	0.15373623035117528
1015	chr3	12309052	12417099	0.00532	0.00472	0.02309	0.64274	0.0	149.28422357115778	1.122176246295595	True	True	0.2366079474548202	0.2908648550410889	0.06758170055623941	0.15231334511832814
1016	chr3	12332083	12479170	0.00519	0.00458	0.02373	0.65869	0.0	107.80464629449125	-39.988213490622	True	False	0.2305088192240328	0.28989194139540975	0.10094025984621346	0.20916872327262095
1017	chr3	12348996	12547667	0.00475	0.004379999999999999	0.02245	0.66205	0.0	122.79850772533973	-1.8932169440668218	True	False	0.22585439034114435	0.2877879596857731	0.09957165363842735	0.27972376441453456
1018	chr3	12364659	12590389	0.00492	0.00418	0.02109	0.64522	0.0	46.6229913579009	-48.221391061582835	True	False	0.2248660567617784	0.2854958683305935	0.10095246533469189	0.27015460948921277
1019	chr3	12380009	12660664	0.0052899999999999996	0.00379	0.01849	0.60587	2.0408163265306117e-08	-64.0186407094443	-128.06639984226786	False	False	0.22489980506800947	0.2809768755401051	0.11706899930519678	0.269070567066327
1020	chr3	12417037	12682871	0.0053100000000000005	0.00349	0.015359999999999999	0.55472	6.122448979591838e-08	-294.4142478712747	-381.95123321675055	False	False	0.2215569416454149	0.2779028494594315	0.11691506729763687	0.27402062941534944
1021	chr3	12479086	12719824	0.0060799999999999995	0.00328	0.01459	0.51445	1.7346938775510206e-07	-580.02512954126	-631.0285717525694	False	False	0.22373559331502446	0.27610209269398317	0.1052139670513172	0.29406242471068134
1022	chr3	12547591	12737490	0.0061	0.0036799999999999997	0.016669999999999997	0.5461699999999999	1.6326530612244893e-07	-464.54836286840145	-515.0021652083087	False	False	0.2313620947732544	0.2726688908135983	0.10739393045776965	0.24962743353045566
1023	chr3	12590323	12756346	0.006679999999999999	0.0047799999999999995	0.01973	0.5495800000000001	9.183673469387754e-08	-301.0408708833711	-369.4443302912696	False	False	0.23085123902956245	0.2706625218272895	0.10473247682550008	0.26267444872096035
1024	chr3	12660599	12771805	0.00701	0.00539	0.01962	0.51979	1.4285714285714285e-07	-337.1324031574186	-398.03180565657385	False	False	0.22801893453894104	0.2694926611701694	0.055815333705015915	0.2770444040789166
1025	chr3	12682807	12790952	0.00735	0.00554	0.01949	0.50313	1.530612244897959e-07	-256.2501739850122	-336.15197745921614	False	False	0.2178054506371319	0.26847378174472214	0.029543668223218827	0.3117296222664016
1026	chr3	12719756	12846264	0.00609	0.00558	0.02008	0.54979	6.122448979591838e-08	-154.93164075989625	-243.55931114245323	False	False	0.22745699635879185	0.267555728630202	0.012971511683055617	0.22654693774306764
1027	chr3	12737421	12860809	0.00607	0.0051600000000000005	0.01883	0.54061	1.3265306122448975e-07	-259.89104050703463	-322.286836336978	False	False	0.2269163872316179	0.2665599755583709	0.01582811942814536	0.22476253768599863
1028	chr3	12756280	12875346	0.0055	0.00445	0.01951	0.5937899999999999	8.163265306122447e-08	-96.34599616882042	-203.03242937980394	False	False	0.23098553680188685	0.26322972325214833	0.016402667428149095	0.21257117900996086
1029	chr3	12771741	12892715	0.00505	0.00432	0.0214	0.64068	0.0	35.250204359326744	-67.68921742780367	True	False	0.2326070651613949	0.26241037318532007	0.018078264751103544	0.22161786830227984
1030	chr3	12790887	12905844	0.00492	0.004220000000000001	0.02497	0.6905600000000001	0.0	167.9279770241701	59.91049617550742	True	True	0.2399505188867585	0.26155544411292847	0.01902450481484381	0.1905408109119062
1031	chr3	12846200	12925150	0.00532	0.00439	0.02655	0.69091	0.0	225.21945759269875	15.83465926675126	True	True	0.23992927739222197	0.26070281046025057	0.015047498416719443	0.1804179860671311
1032	chr3	12860745	12958845	0.005220000000000001	0.00443	0.026989999999999997	0.69655	0.0	288.125300405678	98.10876724609989	True	True	0.2349485870964117	0.2597627213164783	0.06232415902140673	0.18885830784913354
1033	chr3	12875267	12971742	0.00509	0.00441	0.02623	0.69352	0.0	229.97477597712714	3.19860355036505	True	True	0.23128195857988165	0.25897946672464894	0.06337393107022544	0.169639803057787
1034	chr3	12892647	12987669	0.00483	0.00402	0.027739999999999997	0.7248100000000001	0.0	301.2912219921127	152.90733643621206	True	True	0.22777281683403056	0.257934706441929	0.07937109301003978	0.14344046641830313
1035	chr3	12905760	13009942	0.0049299999999999995	0.0042899999999999995	0.029830000000000002	0.73207	0.0	323.1675745987741	161.3575605427759	True	True	0.2243972994723513	0.25595060302684375	0.07239254381755006	0.1831890345741107
1036	chr3	12925085	13023960	0.0047	0.00466	0.02793	0.71292	0.0	99.25847330286342	-109.81773373113538	True	False	0.2211007534762392	0.2552166425733675	0.0697850821744627	0.18821744627054363
1037	chr3	12958780	13038467	0.00474	0.00477	0.026260000000000002	0.69347	1.0204081632653058e-08	10.720696278178366	-128.06285445611863	True	False	0.2177494330736601	0.25396225308528797	0.02085660145318559	0.17012812629412577
1038	chr3	12971671	13060508	0.0050799999999999994	0.00447	0.027510000000000003	0.70405	3.0612244897959183e-08	-36.571605173303396	-238.16731567190436	False	False	0.21535754181105127	0.2530192946668735	0.03143960286817429	0.1841237322286885
1039	chr3	12987573	13077201	0.0061200000000000004	0.00492	0.026619999999999998	0.65642	1.0204081632653058e-08	97.21135836276517	-21.283555325178895	True	False	0.21448487007003825	0.25225922381415317	0.012618824474494578	0.20022760744410228
1040	chr3	13009878	13099561	0.00656	0.00513	0.02285	0.59254	2.0408163265306117e-08	-16.416408160919673	-149.47891688098025	False	False	0.2113604015384235	0.2509265605138343	0.022813688212927757	0.19625793071150607
1041	chr3	13023896	13122359	0.00822	0.00492	0.02409	0.57129	1.0204081632653058e-08	93.04437814440462	-25.003645035991227	True	False	0.21080112967697426	0.2500567112133032	0.020779379056092135	0.2596102089109615
1042	chr3	13038398	13153328	0.0091	0.00505	0.02515	0.56102	1.0204081632653058e-08	72.1324229031452	-16.339622820785735	True	False	0.20778585607198966	0.24886865935495148	0.01780214043330723	0.3527103454276516
1043	chr3	13060438	13174657	0.0093	0.00547	0.02537	0.54914	1.0204081632653058e-08	34.29587192845065	-117.16621689537718	True	False	0.2088362628593967	0.24761822946587822	0.008010926378273317	0.39809488789080627
1044	chr3	13077134	13200991	0.00847	0.00532	0.02667	0.58924	1.0204081632653058e-08	72.6558513718046	-57.20572939503472	True	False	0.20593989383875305	0.24603989887069366	0.02276819235085623	0.3787916710399897
1045	chr3	13099497	13218376	0.0088	0.00569	0.02593	0.56326	3.0612244897959183e-08	-26.485865320340963	-162.20613161550136	False	False	0.20734614975985335	0.24465335059259416	0.016024697381370974	0.3787801041395032
1046	chr3	13122272	13233920	0.00747	0.00595	0.023819999999999997	0.56052	2.0408163265306117e-08	-22.15200946215191	-141.37498463789234	False	False	0.20472402344479765	0.2433598815838878	0.017062553740326742	0.3481298366294067
1047	chr3	13153264	13252485	0.00885	0.00602	0.02238	0.50145	3.0612244897959183e-08	-62.719200138075394	-144.3778566534893	False	False	0.20448046181439508	0.24188702552455074	0.019199564608298646	0.2751836808740085
1048	chr3	13174593	13269958	0.00889	0.00606	0.018369999999999997	0.42158	5.10204081632653e-08	-66.6291237094265	-147.59328624932095	False	False	0.20314023067748127	0.24105550973323953	0.019975882137052377	0.24439783987836208
1049	chr3	13200927	13300434	0.00999	0.00648	0.01488	0.2874	4.0816326530612233e-08	-145.759194592727	-159.55164417142805	False	False	0.20533171449981646	0.23996598876610115	0.01404926286592903	0.277960344498377
1050	chr3	13218311	13324826	0.00979	0.0066	0.01743	0.36068	4.0816326530612233e-08	-50.25916441973823	-88.94973232406483	False	False	0.22152632510317372	0.23895198710754564	0.019659202929164905	0.28489884053889125
1051	chr3	13233848	13355292	0.00993	0.0071400000000000005	0.019209999999999998	0.38466999999999996	3.0612244897959183e-08	-24.83223954460118	-78.63878695799212	False	False	0.22161713279655892	0.23790929270256805	0.04799743091466026	0.32181087579460493
1052	chr3	13252390	13380645	0.00824	0.0071200000000000005	0.02193	0.48121	1.0204081632653058e-08	46.748181604532874	-39.56797301629558	True	False	0.22860318117302303	0.23590183339189522	0.06425480488090132	0.29676036021987445
1053	chr3	13269894	13424696	0.00817	0.00713	0.02282	0.498	1.0204081632653058e-08	24.467519328551134	-50.47205384132394	True	False	0.22145211607584894	0.2345013404390346	0.07162698156354569	0.34088060877766435
1054	chr3	13300369	13497957	0.007379999999999999	0.007559999999999999	0.02402	0.52537	1.0204081632653058e-08	15.55940751999151	-71.24678589125689	True	False	0.21430934361381665	0.23310497924165874	0.07368362451161002	0.32545498714496834
1055	chr3	13324762	13517513	0.006840000000000001	0.0070599999999999994	0.02402	0.55107	3.0612244897959183e-08	-93.50313276243105	-187.5849015533313	False	False	0.21093057398715984	0.23110693115181236	0.07192180585314732	0.3324859533802678
1056	chr3	13355215	13534192	0.00662	0.006540000000000001	0.02501	0.5835100000000001	1.0204081632653058e-08	82.0945152487111	-33.798320514921215	True	False	0.21328696900901786	0.22754558746590656	0.056588276705945455	0.3174374360951407
1057	chr3	13380581	13552449	0.00617	0.0066099999999999996	0.02515	0.59477	1.0204081632653058e-08	107.45124308083905	-36.47084693321085	True	False	0.21159976432472374	0.22495698526920138	0.04489491935671562	0.3345881723182908
1058	chr3	13424627	13579614	0.006	0.0063100000000000005	0.02489	0.60343	0.0	124.10671215834736	15.688147981170928	True	True	0.2165357176563616	0.2238224740756732	0.04192609702749263	0.27833302147922084
1059	chr3	13497865	13609190	0.00583	0.005679999999999999	0.027510000000000003	0.6540199999999999	0.0	224.267451347725	62.40336714407022	True	True	0.2235799241708048	0.22285185584970785	0.014632831798787334	0.33685156074556477
1060	chr3	13517446	13633014	0.00575	0.00561	0.0277	0.65974	0.0	258.09076837018074	30.997885104879913	True	True	0.22833727987273536	0.22122337033377756	0.014095597397203377	0.3386231482763395
1061	chr3	13534128	13654420	0.00564	0.00561	0.028810000000000002	0.67352	0.0	267.80039809361915	179.2910889802879	True	True	0.23153812821548164	0.2200273418919205	0.013542047683969008	0.3442041033485186
1062	chr3	13552382	13677164	0.00555	0.00563	0.02883	0.67532	0.0	188.22097507264698	32.834412804586435	True	True	0.236008446350597	0.21841073517300894	0.013054767514545366	0.3561651520251318
1063	chr3	13579614	13703378	0.00549	0.00541	0.03242	0.71204	0.0	511.5419457185635	283.30361584700586	True	True	0.23760539567638894	0.2171064776916479	0.0	0.40851944022494424
1064	chr3	13609062	13722815	0.00526	0.00486	0.029	0.70304	0.0	318.7960787296324	163.46229284504082	True	True	0.2357479121333997	0.21590482547149212	0.008755813033502414	0.3431469939254349
1065	chr3	13632950	13749557	0.005529999999999999	0.00456	0.027039999999999998	0.6856399999999999	0.0	138.31662430855795	-55.74261056139949	True	False	0.2316417700436776	0.21450611146890966	0.0223828758136304	0.32456885092661675
1066	chr3	13654351	13778065	0.00545	0.00451	0.02561	0.67438	5.10204081632653e-08	-26.609395991108613	-181.98210946231848	False	False	0.2276388408911274	0.2129317978582242	0.025825694747562928	0.31180787946392485
1067	chr3	13677097	13813351	0.0055899999999999995	0.004	0.02511	0.6793	2.0408163265306117e-08	-72.56966716588067	-249.66993101022672	False	False	0.22761155652451284	0.21160877532070313	0.03456779250517416	0.2734011478562097
1068	chr3	13703312	13835493	0.00639	0.00414	0.0232	0.63008	4.0816326530612233e-08	-180.57919462420978	-292.04745740602084	False	False	0.22127016849488254	0.21013970670389379	0.04037645349936829	0.24608680521406254
1069	chr3	13722750	13853829	0.00674	0.004520000000000001	0.02228	0.59672	7.142857142857142e-08	-107.28453379275743	-266.5627630507661	False	False	0.22022057814961998	0.2079109115473212	0.0331174329984208	0.26176580535402316
1070	chr3	13749490	13940429	0.006229999999999999	0.00476	0.0208	0.58211	9.183673469387754e-08	-249.01490579232632	-370.5147814998927	False	False	0.21036145495699413	0.2066141141800299	0.08545661179748507	0.22997920801931507
1071	chr3	13778000	14025759	0.006690000000000001	0.00427	0.01959	0.56295	7.142857142857142e-08	-208.09647047761246	-281.42578235885594	False	False	0.21360068240399654	0.20550140947378248	0.22626019640053438	0.20435988198208743
1072	chr3	13813286	14096966	0.00674	0.0044399999999999995	0.0202	0.5665399999999999	7.142857142857142e-08	-163.19685069704428	-279.35574793064734	False	False	0.21958564749238904	0.20208243919562296	0.24890016920473773	0.21166102650874224
1073	chr3	13835416	14116165	0.00625	0.00448	0.02181	0.60516	7.142857142857142e-08	-80.8888324751315	-210.78118437118243	False	False	0.22398340185774168	0.1962613695725016	0.2492653580244275	0.20647268556611065
1074	chr3	13853751	14135641	0.00688	0.00471	0.0235	0.60439	2.0408163265306117e-08	5.6714651570800925	-113.34915704914603	True	False	0.22481832681770028	0.19154560192705075	0.24825641207563234	0.2153393167547625
1075	chr3	13940364	14151444	0.00815	0.00474	0.026869999999999998	0.61314	0.0	155.04767949263623	29.0979115304508	True	True	0.23347196798887715	0.19051622095641302	0.26715463331438316	0.21808792874739436
1076	chr3	14025686	14171751	0.0085	0.00534	0.027389999999999998	0.59668	1.0204081632653058e-08	163.0617036113108	61.01903354784008	True	True	0.2385569011140903	0.1892742841202807	0.10998528052579332	0.2536541950501489
1077	chr3	14096902	14268026	0.00949	0.00555	0.02465	0.5325300000000001	2.0408163265306117e-08	-12.474544178607175	-134.44142463388562	False	False	0.20956580011729645	0.18834429482324896	0.13246534676608776	0.2552827189640261
1078	chr3	14116099	14317261	0.009290000000000001	0.0058200000000000005	0.02282	0.50261	6.122448979591838e-08	-99.72887983241526	-165.01721306494437	False	False	0.1849165525923264	0.18741533846508843	0.12312464580785636	0.2579314184587546
1079	chr3	14135552	14365073	0.00797	0.00517	0.022690000000000002	0.55098	4.0816326530612233e-08	-248.02487597188156	-349.91761980637966	False	False	0.1897229042694923	0.18622108897350953	0.16415491392944437	0.24744141058988067
1080	chr3	14151375	14473755	0.0081	0.00543	0.02054	0.5045	6.122448979591838e-08	-177.88795343709353	-269.91904700908344	False	False	0.18767500815110186	0.17995442099845363	0.14060115391773684	0.259929276009678
1081	chr3	14171685	14541785	0.007520000000000001	0.00561	0.02194	0.53935	7.142857142857142e-08	-290.1775550051825	-392.72652357420884	False	False	0.1939369829357606	0.1773852724838226	0.13206160497162928	0.2695811942718184
1082	chr3	14267957	14559301	0.00639	0.00562	0.02489	0.6111300000000001	4.0816326530612233e-08	-205.10002056334633	-369.67621763265925	False	False	0.2045416883186232	0.17388659375610258	0.08995551650282828	0.2770882530616728
1083	chr3	14317193	14574256	0.00634	0.00519	0.02568	0.63342	1.0204081632653058e-08	67.62387558649061	-9.394102175312597	True	False	0.21889899872098528	0.16654853862964705	0.09378245799667785	0.27443467165636437
1084	chr3	14365000	14592558	0.00673	0.005679999999999999	0.02733	0.62995	1.0204081632653058e-08	90.44052045361605	-65.00986625287624	True	False	0.2218725962189364	0.16498989125850805	0.05094085903374085	0.2731259722795947
1085	chr3	14473687	14605678	0.00555	0.0055	0.02866	0.67672	1.0204081632653058e-08	205.1442163754109	81.94897951495659	True	True	0.2316803227204093	0.16405726222880548	0.02986567265949951	0.2566538627633702
1086	chr3	14541660	14644055	0.005529999999999999	0.00549	0.02817	0.67279	0.0	271.9238767798379	42.199967147855205	True	True	0.2349377069364501	0.16318351071476098	0.03246252258411055	0.23223790224132038
1087	chr3	14559229	14667284	0.00598	0.00566	0.027219999999999998	0.64777	1.0204081632653058e-08	85.93752722603676	-71.07956727915732	True	False	0.23036271924128496	0.16221226124837435	0.030762111887464718	0.27914487992226183
1088	chr3	14574191	14682027	0.0057399999999999994	0.00583	0.025939999999999998	0.63515	2.0408163265306117e-08	40.557919437254895	-186.25725025293653	True	False	0.2300009807577898	0.16019091464843324	0.03082458548165733	0.28172409955858896
1089	chr3	14592494	14734459	0.006840000000000001	0.0061600000000000005	0.025	0.58716	1.0204081632653058e-08	34.71600752048835	-114.22012248697865	True	False	0.2262167613583166	0.1588325426473202	0.07491283062726728	0.29028986017680414
1090	chr3	14605609	14758632	0.007890000000000001	0.00624	0.02514	0.5613600000000001	2.0408163265306117e-08	-66.30278783892572	-187.53692393167876	False	False	0.2204031826234505	0.1577756740256101	0.0723616711213347	0.3096462623265784
1091	chr3	14643941	14777452	0.00875	0.0058200000000000005	0.02625	0.5655399999999999	3.0612244897959183e-08	-32.91481457748159	-110.33147365553305	False	False	0.22071846879630647	0.15506874294266035	0.060983739167559226	0.3055029173626143
1092	chr3	14667215	14803488	0.00863	0.00556	0.027710000000000002	0.59244	2.0408163265306117e-08	-28.610301786873606	-177.94975969372902	False	False	0.22612171671452655	0.1535774087546275	0.06271968768574845	0.29493736837084383
1093	chr3	14681922	14829193	0.00909	0.0061200000000000004	0.029589999999999998	0.59112	2.0408163265306117e-08	36.363205936795566	-105.21312481811037	True	False	0.2270894100153043	0.15251623622095412	0.06235443502115148	0.31310305491237245
1094	chr3	14734393	14906002	0.00842	0.00618	0.030119999999999997	0.6098100000000001	2.0408163265306117e-08	20.991470695415046	-227.08972313447157	True	False	0.2128289668132999	0.15148605185341657	0.11918955299547226	0.3104673997284525
1095	chr3	14758563	14925539	0.00759	0.0069099999999999995	0.029830000000000002	0.6089600000000001	2.0408163265306117e-08	-58.70841250082594	-210.4402717007033	False	False	0.20553663398434927	0.14985171301721617	0.11987351475661173	0.30902644691452663
1096	chr3	14777382	14953094	0.00818	0.00868	0.02914	0.5513600000000001	6.122448979591838e-08	-347.63067516722367	-463.4973596633645	False	False	0.200988761857554	0.14787133965916574	0.1308163358222546	0.32476438717902023
1097	chr3	14803386	14969696	0.00873	0.00905	0.028110000000000003	0.51954	1.020408163265306e-07	-376.54423603274336	-504.5666927434504	False	False	0.1916742018603932	0.14391621672136365	0.1357765618423426	0.30513498887619506
1098	chr3	14829128	15004433	0.0088	0.00924	0.02804	0.51326	5.10204081632653e-08	-295.87043022368744	-434.68638517895306	False	False	0.18446850387050867	0.14267496851114544	0.1251818259604689	0.35431391004249735
1099	chr3	14905935	15024731	0.00898	0.00908	0.0295	0.53127	4.0816326530612233e-08	-200.43727399710042	-345.72736280258687	False	False	0.18729888323135926	0.14142895730502117	0.025000841779184484	0.3754924408229233
1100	chr3	14925473	15047791	0.00944	0.008440000000000001	0.030289999999999997	0.5442600000000001	1.0204081632653058e-08	63.29410009155981	-120.0940966744383	True	False	0.20194583844056024	0.14022885449317218	0.02428097254696774	0.38221684461812655
1101	chr3	14952993	15070317	0.00908	0.00665	0.02912	0.5746600000000001	0.0	416.0858340761333	315.35444251338777	True	True	0.20981567954511585	0.13842442505618183	0.0	0.3843288670689714
1102	chr3	14969630	15101384	0.008620000000000001	0.00634	0.028689999999999997	0.5864	0.0	442.45925776958757	257.9113560937112	True	True	0.21357960161872774	0.137061921299584	0.007627851905824491	0.41185846350015937
1103	chr3	15004365	15118825	0.00914	0.0059	0.0304	0.60326	0.0	397.9385741682636	246.42616529253428	True	True	0.2086672357783624	0.13584661133213133	0.008780359951074611	0.3375677092434038
1104	chr3	15024662	15141218	0.01014	0.005679999999999999	0.028339999999999997	0.5635100000000001	0.0	252.14834945336042	116.5412011089065	True	True	0.20811245755156305	0.1344584562602322	0.008622464737980028	0.354576340986307
1105	chr3	15047710	15159904	0.011940000000000001	0.00572	0.027030000000000002	0.50757	0.0	106.71616409733542	-30.35789783310608	True	False	0.2069624559965049	0.13284999828130448	0.0089576982726349	0.3532720109809794
1106	chr3	15070253	15182629	0.013069999999999998	0.00604	0.02706	0.47818	1.0204081632653058e-08	-6.232743348416989	-117.17793157130654	False	False	0.20006925195438496	0.13157185119918752	0.00894319071687905	0.3681746992240336
1107	chr3	15101284	15203506	0.01401	0.006370000000000001	0.02399	0.40371	2.448979591836735e-07	-293.27780816622544	-361.9353377344378	False	False	0.19005207831353366	0.13059646997731608	0.0	0.35886599753477727
1108	chr3	15118754	15226269	0.01371	0.00617	0.02122	0.36184	5e-07	-347.81808484760404	-384.4381566565862	False	False	0.17859379866883707	0.12921898860708594	0.0	0.35119750732455934
1109	chr3	15141149	15244248	0.01223	0.00598	0.0219	0.41268	5e-07	-456.47760337858927	-521.2458114697947	False	False	0.17968179888883604	0.12815586496665587	0.0	0.34201107673207304
1110	chr3	15159840	15261591	0.0103	0.005679999999999999	0.02363	0.49446999999999997	1.6326530612244893e-07	-464.3894890271913	-621.9995724573964	False	False	0.18507358419664996	0.12698772587432106	0.0	0.3265127615453411
1111	chr3	15182554	15281811	0.00913	0.00545	0.02377	0.5305	1.224489795918367e-07	-339.5617294437834	-437.08325850944675	False	False	0.1930412933546861	0.12575015033564488	0.0	0.31385191976384536
1112	chr3	15203440	15300461	0.0081	0.0058	0.0274	0.59538	3.0612244897959183e-08	-30.96526903353515	-189.46741036736054	False	False	0.19534099441562566	0.12465649761302174	0.0	0.2834128693787943
1113	chr3	15226204	15319553	0.00817	0.00647	0.028069999999999998	0.58628	0.0	101.12936804439232	14.936786237172782	True	True	0.2022380252274162	0.1237898619000899	0.0	0.29270800972693867
1114	chr3	15244183	15338775	0.008879999999999999	0.006670000000000001	0.026019999999999998	0.54003	1.0204081632653058e-08	91.335224386974	-7.862646696943557	True	False	0.20607266490489412	0.12247963632747307	0.0	0.28784675236806495
1115	chr3	15261526	15368691	0.00885	0.00705	0.02557	0.52581	2.0408163265306117e-08	24.24954498250736	-87.78949166699023	True	False	0.2091304316654713	0.12150109890349522	0.02544674100685858	0.29109317407735735
1116	chr3	15281745	15392143	0.008440000000000001	0.00715	0.02433	0.51475	3.0612244897959183e-08	-7.112953663498047	-85.1957371988974	False	False	0.20993252705426207	0.1203892549796405	0.024701534448087828	0.3054946647584195
1117	chr3	15300396	15409477	0.00842	0.00673	0.02121	0.47376999999999997	5.10204081632653e-08	-47.12327729976096	-97.73646069454844	False	False	0.21414338828533236	0.11868094624316403	0.02499977081251547	0.3086146991685078
1118	chr3	15319484	15430341	0.00911	0.0059700000000000005	0.02085	0.46879	3.0612244897959183e-08	-62.74689427508565	-100.83961321564857	False	False	0.2163611860521725	0.11768714427808964	0.024599258504199105	0.3021820904408382
1119	chr3	15338710	15448864	0.0097	0.00605	0.022330000000000003	0.47863999999999995	3.0612244897959183e-08	-42.09355641773436	-94.54399821307743	False	False	0.21916554472011895	0.11614175295579762	0.024756250340432485	0.3028578172376854
1120	chr3	15368623	15468401	0.009590000000000001	0.00572	0.02069	0.45974	7.142857142857142e-08	-127.85714661327074	-218.62783132605546	False	False	0.2155665264807557	0.1149873863817454	0.004810679708953877	0.3266451522379683
1121	chr3	15392072	15495362	0.00916	0.00683	0.02238	0.47341000000000005	1.224489795918367e-07	-233.67192126119335	-286.98705461609643	False	False	0.20216301835155806	0.11397395857811833	0.004647110078419983	0.3307580598315423
1122	chr3	15409412	15515164	0.00978	0.00783	0.025330000000000002	0.48416000000000003	7.142857142857142e-08	-241.1071347656689	-350.165404246407	False	False	0.1986699314064856	0.11306187355485396	0.0045389212497163175	0.34424880853317197
1123	chr3	15430276	15536711	0.00912	0.0083	0.02625	0.5017699999999999	8.163265306122447e-08	-257.3689024505584	-388.70203148970904	False	False	0.1957223501127324	0.11167176737619812	0.004509794710386621	0.37203927279560295
1124	chr3	15448745	15552510	0.00881	0.00825	0.02638	0.51147	8.163265306122447e-08	-295.78796466090716	-357.9225827905466	False	False	0.1920241921737648	0.11010112643705469	0.004625837228352528	0.3631282224256734
1125	chr3	15468314	15573890	0.00955	0.00878	0.02864	0.51512	1.020408163265306e-07	-309.3638100101962	-419.0491768341162	False	False	0.18890498596866467	0.10912408103589077	0.0	0.3463665984693491
1126	chr3	15495290	15599180	0.01048	0.00853	0.02974	0.51557	7.142857142857142e-08	-291.47853916624445	-415.8055166600534	False	False	0.18852082647497234	0.10788811229101423	0.0021368755414380596	0.3318413706805275
1127	chr3	15515073	15616757	0.01	0.00777	0.03266	0.57245	4.0816326530612233e-08	-225.60901379745337	-389.87064161249145	False	False	0.18571895068600092	0.10697057564592967	0.0021832343338184963	0.3101274536800283
1128	chr3	15536636	15638684	0.00965	0.00847	0.0339	0.57818	5.10204081632653e-08	-319.1388260948006	-470.2403625322768	False	False	0.17592731064794645	0.10545491000893091	0.002175446848541863	0.31245100344935717
1129	chr3	15552431	15658629	0.00903	0.009040000000000001	0.03406	0.58058	6.122448979591838e-08	-452.20082368623116	-637.018606963713	False	False	0.17535605199931115	0.10437778430824686	0.0020904348481139002	0.33350910563287445
1130	chr3	15573824	15684644	0.0081	0.01045	0.03467	0.57781	7.142857142857142e-08	-410.9776132952393	-611.9243275604967	False	False	0.18017083720729613	0.10332217816737936	0.004466702761234434	0.3458491247067316
1131	chr3	15599107	15705679	0.006940000000000001	0.00939	0.03439	0.61619	5.10204081632653e-08	-259.2295632822352	-403.1194214606512	False	False	0.18813974724517907	0.10196667544090852	0.0025616484630109223	0.31705325976804416
1132	chr3	15616678	15725727	0.007540000000000001	0.0091	0.03186	0.5858800000000001	5.10204081632653e-08	-319.4449205118726	-518.8604941630038	False	False	0.19276864541851066	0.10096030605290128	0.0025034617465543012	0.34940256215095966
1133	chr3	15638620	15747905	0.00864	0.00899	0.02862	0.52898	7.142857142857142e-08	-282.89917273020546	-406.3720140431251	False	False	0.20169380702958936	0.09957570888155846	0.0024980555428466855	0.3503591526742005
1134	chr3	15658562	15766530	0.00911	0.00922	0.02918	0.52205	7.142857142857142e-08	-267.5466591256845	-371.74995041126385	False	False	0.20080299883728966	0.09834857750257991	0.002528526970954357	0.3214841434499111
1135	chr3	15684578	15800640	0.009590000000000001	0.008790000000000001	0.02841	0.51121	7.142857142857142e-08	-328.6666318302159	-475.6716459810268	False	False	0.19523833711513547	0.09687199138620799	0.0	0.3656838586272854
1136	chr3	15705615	15817063	0.01047	0.011059999999999999	0.028560000000000002	0.45246000000000003	1.1224489795918366e-07	-441.18592710419034	-556.7983446347353	False	False	0.1892449206312611	0.09572296166299027	0.0	0.36946378580145
1137	chr3	15725661	15843783	0.00975	0.0122	0.028730000000000002	0.44714	1.9387755102040812e-07	-587.4976094112353	-691.2166863518796	False	False	0.18652319559504826	0.09444670830213714	0.0	0.3780074837879481
1138	chr3	15747838	15875206	0.00937	0.0118	0.029930000000000002	0.47746000000000005	1.6326530612244893e-07	-565.6560712379287	-723.681651058927	False	False	0.19375371567999555	0.09284048835743036	0.006453740342943283	0.39344262295081966
1139	chr3	15766464	15932614	0.00865	0.0113	0.02694	0.4596	2.040816326530612e-07	-582.8352243649279	-731.1511837168073	False	False	0.18854967306990505	0.09158518070146535	0.02154077640686127	0.3554258200421306
