	sequence	start	end	Ne_A	Ne_A_B	Ne_B	T	me	lnCl
4255	iphiclides_podalirius.IP_504.chromosome_9	1095915	1190411	510000.0	1100000.0	390000.0	2181320.0	2.0408163265306117e-08	-81508.10593899357
4256	iphiclides_podalirius.IP_504.chromosome_9	1119943	1225862	410000.0	1100000.0	390000.0	2181320.0	2.0408163265306117e-08	-81470.78033776644
4257	iphiclides_podalirius.IP_504.chromosome_9	1135083	1248958	510000.0	1200000.0	390000.0	2181320.0	0.0	-82105.63667677484
4258	iphiclides_podalirius.IP_504.chromosome_9	1161380	1263330	610000.0	1100000.0	390000.0	2181320.0	1.0204081632653058e-08	-83115.35220576751
4259	iphiclides_podalirius.IP_504.chromosome_9	1176676	1281487	610000.0	1100000.0	390000.0	2181320.0	1.0204081632653058e-08	-82919.99763413474
4260	iphiclides_podalirius.IP_504.chromosome_9	1190346	1298754	610000.0	1200000.0	390000.0	2181320.0	2.0408163265306117e-08	-84583.81269794956
4261	iphiclides_podalirius.IP_504.chromosome_9	1225794	1312321	610000.0	1300000.0	390000.0	2181320.0	1.0204081632653058e-08	-85082.5548273148
4262	iphiclides_podalirius.IP_504.chromosome_9	1248893	1329318	610000.0	1400000.0	390000.0	2181320.0	1.0204081632653058e-08	-84914.60326334726
4263	iphiclides_podalirius.IP_504.chromosome_9	1263265	1345839	510000.0	1600000.0	390000.0	2181320.0	0.0	-85115.32926124608
4264	iphiclides_podalirius.IP_504.chromosome_9	1281421	1365199	510000.0	1800000.0	390000.0	2181320.0	2.0408163265306117e-08	-87148.854766133
4265	iphiclides_podalirius.IP_504.chromosome_9	1298670	1381900	510000.0	1700000.0	390000.0	2181320.0	3.0612244897959183e-08	-86937.28832883122
4266	iphiclides_podalirius.IP_504.chromosome_9	1312244	1396818	610000.0	1500000.0	390000.0	2181320.0	5.10204081632653e-08	-87549.90727032062
4267	iphiclides_podalirius.IP_504.chromosome_9	1329250	1429730	610000.0	1500000.0	390000.0	2181320.0	9.183673469387754e-08	-88299.89678264133
4268	iphiclides_podalirius.IP_504.chromosome_9	1345770	1446548	610000.0	1300000.0	390000.0	2181320.0	1.020408163265306e-07	-88795.77888517047
4269	iphiclides_podalirius.IP_504.chromosome_9	1365135	1463440	610000.0	1400000.0	390000.0	2181320.0	1.1224489795918366e-07	-88594.70450364318
4270	iphiclides_podalirius.IP_504.chromosome_9	1381834	1478663	710000.0	1200000.0	490000.0	2181320.0	5.10204081632653e-08	-88071.47213518043
4271	iphiclides_podalirius.IP_504.chromosome_9	1396752	1493067	710000.0	1100000.0	490000.0	2181320.0	4.0816326530612233e-08	-86964.04398602548
4272	iphiclides_podalirius.IP_504.chromosome_9	1429666	1511133	610000.0	1200000.0	490000.0	2181320.0	2.0408163265306117e-08	-86295.793591614
4273	iphiclides_podalirius.IP_504.chromosome_9	1446472	1525566	610000.0	1100000.0	390000.0	2181320.0	5.10204081632653e-08	-84707.01630234059
4274	iphiclides_podalirius.IP_504.chromosome_9	1463377	1542635	710000.0	900000.0	390000.0	2181320.0	3.0612244897959183e-08	-81980.56472760202
4275	iphiclides_podalirius.IP_504.chromosome_9	1478592	1563171	610000.0	1000000.0	390000.0	2181320.0	2.0408163265306117e-08	-80875.30418423175
4276	iphiclides_podalirius.IP_504.chromosome_9	1492999	1577053	610000.0	1000000.0	390000.0	2181320.0	1.0204081632653058e-08	-81387.41904982182
4277	iphiclides_podalirius.IP_504.chromosome_9	1511066	1597146	610000.0	1000000.0	390000.0	2181320.0	1.0204081632653058e-08	-81165.44360258822
4278	iphiclides_podalirius.IP_504.chromosome_9	1525495	1610071	610000.0	1000000.0	390000.0	2181320.0	0.0	-81890.20545303935
4279	iphiclides_podalirius.IP_504.chromosome_9	1542570	1628480	610000.0	1100000.0	390000.0	2181320.0	1.0204081632653058e-08	-82138.42875885809
4280	iphiclides_podalirius.IP_504.chromosome_9	1563105	1648082	610000.0	1200000.0	390000.0	2181320.0	0.0	-83292.37862171754
4281	iphiclides_podalirius.IP_504.chromosome_9	1576984	1665365	610000.0	1200000.0	390000.0	2181320.0	1.0204081632653058e-08	-82830.87344335888
4282	iphiclides_podalirius.IP_504.chromosome_9	1597074	1683515	610000.0	1200000.0	290000.0	2181320.0	1.1224489795918366e-07	-83062.03042072256
4283	iphiclides_podalirius.IP_504.chromosome_9	1609999	1740884	510000.0	1500000.0	390000.0	2181320.0	7.142857142857142e-08	-84952.40973715666
4284	iphiclides_podalirius.IP_504.chromosome_9	1628396	1763345	510000.0	1600000.0	390000.0	2181320.0	8.163265306122447e-08	-86548.3994968536
4285	iphiclides_podalirius.IP_504.chromosome_9	1648015	1779617	610000.0	1500000.0	390000.0	2181320.0	1.530612244897959e-07	-88963.84933047133
4286	iphiclides_podalirius.IP_504.chromosome_9	1665294	1802893	710000.0	1400000.0	490000.0	2181320.0	1.6326530612244893e-07	-90949.00802703887
4287	iphiclides_podalirius.IP_504.chromosome_9	1683450	1973663	610000.0	1500000.0	490000.0	2181320.0	1.224489795918367e-07	-91054.70665886595
4288	iphiclides_podalirius.IP_504.chromosome_9	1740819	2004518	610000.0	1300000.0	390000.0	2181320.0	1.3265306122448975e-07	-87535.38304791645
4289	iphiclides_podalirius.IP_504.chromosome_9	1763278	2031134	610000.0	1200000.0	390000.0	2181320.0	1.020408163265306e-07	-85929.90946986525
4290	iphiclides_podalirius.IP_504.chromosome_9	1779552	2143619	510000.0	1100000.0	390000.0	2181320.0	6.122448979591838e-08	-81562.15417273303
4291	iphiclides_podalirius.IP_504.chromosome_9	1802829	2159257	410000.0	1100000.0	290000.0	2181320.0	2.0408163265306117e-08	-78162.45918848034
4292	iphiclides_podalirius.IP_504.chromosome_9	1973596	2174654	410000.0	1100000.0	290000.0	2181320.0	0.0	-76784.79489967687
4293	iphiclides_podalirius.IP_504.chromosome_9	2004454	2189819	410000.0	1100000.0	390000.0	2181320.0	0.0	-78054.24690599329
4294	iphiclides_podalirius.IP_504.chromosome_9	2031065	2205976	410000.0	1100000.0	390000.0	2181320.0	3.0612244897959183e-08	-80185.29694939102
4295	iphiclides_podalirius.IP_504.chromosome_9	2143534	2223984	410000.0	1200000.0	390000.0	2181320.0	5.10204081632653e-08	-82177.0751880663
4296	iphiclides_podalirius.IP_504.chromosome_9	2159184	2237040	410000.0	1200000.0	390000.0	2181320.0	7.142857142857142e-08	-82240.25554903162
4297	iphiclides_podalirius.IP_504.chromosome_9	2174590	2252910	410000.0	1200000.0	390000.0	2181320.0	9.183673469387754e-08	-82817.50525921324
4298	iphiclides_podalirius.IP_504.chromosome_9	2189752	2267395	410000.0	1200000.0	390000.0	2181320.0	1.1224489795918366e-07	-82140.58494972765
4299	iphiclides_podalirius.IP_504.chromosome_9	2205912	2282928	410000.0	1000000.0	390000.0	2181320.0	6.122448979591838e-08	-80519.97820280683
4300	iphiclides_podalirius.IP_504.chromosome_9	2223915	2300554	410000.0	1100000.0	390000.0	2181320.0	4.0816326530612233e-08	-79292.14493714747
4301	iphiclides_podalirius.IP_504.chromosome_9	2236971	2312853	410000.0	1100000.0	290000.0	2181320.0	1.1224489795918366e-07	-80136.57021918286
4302	iphiclides_podalirius.IP_504.chromosome_9	2252837	2325528	410000.0	1100000.0	390000.0	2181320.0	6.122448979591838e-08	-79996.82697431407
4303	iphiclides_podalirius.IP_504.chromosome_9	2267320	2340735	410000.0	1100000.0	390000.0	2181320.0	5.10204081632653e-08	-80186.41750092439
4304	iphiclides_podalirius.IP_504.chromosome_9	2282860	2355520	410000.0	1300000.0	390000.0	2181320.0	4.0816326530612233e-08	-81173.72169990737
4305	iphiclides_podalirius.IP_504.chromosome_9	2300468	2423015	410000.0	1200000.0	390000.0	2181320.0	4.0816326530612233e-08	-81081.25747017309
4306	iphiclides_podalirius.IP_504.chromosome_9	2312783	2441924	410000.0	1300000.0	290000.0	2181320.0	2.0408163265306117e-08	-79211.88096378058
4307	iphiclides_podalirius.IP_504.chromosome_9	2325462	2458452	410000.0	1100000.0	290000.0	2181320.0	2.0408163265306117e-08	-79252.34948512807
4308	iphiclides_podalirius.IP_504.chromosome_9	2340653	2472555	410000.0	1100000.0	390000.0	2181320.0	2.0408163265306117e-08	-80665.12439514679
4309	iphiclides_podalirius.IP_504.chromosome_9	2355441	2494825	510000.0	1000000.0	290000.0	2181320.0	7.142857142857142e-08	-79828.15080845304
4310	iphiclides_podalirius.IP_504.chromosome_9	2422949	2593933	610000.0	1000000.0	290000.0	2181320.0	1.020408163265306e-07	-80651.34223422434
4311	iphiclides_podalirius.IP_504.chromosome_9	2441851	2626374	610000.0	900000.0	290000.0	2181320.0	1.530612244897959e-07	-81655.93790824382
4312	iphiclides_podalirius.IP_504.chromosome_9	2458385	2651847	710000.0	1000000.0	290000.0	2181320.0	1.4285714285714285e-07	-80501.78996411404
4313	iphiclides_podalirius.IP_504.chromosome_9	2472489	2703437	710000.0	900000.0	290000.0	2181320.0	9.183673469387754e-08	-80007.22722324253
4314	iphiclides_podalirius.IP_504.chromosome_9	2494758	2730532	610000.0	1200000.0	290000.0	2181320.0	1.020408163265306e-07	-83355.9333593441
4315	iphiclides_podalirius.IP_504.chromosome_9	2593868	2753895	610000.0	1300000.0	390000.0	2181320.0	6.122448979591838e-08	-85315.3277756171
4316	iphiclides_podalirius.IP_504.chromosome_9	2626310	2783491	510000.0	1300000.0	390000.0	2181320.0	4.0816326530612233e-08	-83195.16757344082
4317	iphiclides_podalirius.IP_504.chromosome_9	2651768	2801853	410000.0	1400000.0	390000.0	2181320.0	3.0612244897959183e-08	-82964.21148085018
4318	iphiclides_podalirius.IP_504.chromosome_9	2703370	2821595	410000.0	1500000.0	390000.0	2181320.0	3.0612244897959183e-08	-81338.1222660459
4319	iphiclides_podalirius.IP_504.chromosome_9	2730465	2834980	310000.0	1400000.0	390000.0	2181320.0	2.0408163265306117e-08	-77630.85905728693
4320	iphiclides_podalirius.IP_504.chromosome_9	2753830	2855556	310000.0	1300000.0	290000.0	2181320.0	0.0	-74432.08468868009
4321	iphiclides_podalirius.IP_504.chromosome_9	2783412	2873838	310000.0	1400000.0	290000.0	2181320.0	0.0	-74342.49285613696
4322	iphiclides_podalirius.IP_504.chromosome_9	2801845	2913221	310000.0	1300000.0	290000.0	2181320.0	0.0	-73953.91638789019
4323	iphiclides_podalirius.IP_504.chromosome_9	2821523	2967775	410000.0	1200000.0	290000.0	2181320.0	0.0	-73972.55785584716
4324	iphiclides_podalirius.IP_504.chromosome_9	2834910	2997267	410000.0	1300000.0	290000.0	2181320.0	0.0	-75943.89779695198
4325	iphiclides_podalirius.IP_504.chromosome_9	2855490	3020439	410000.0	1200000.0	290000.0	2181320.0	0.0	-76018.36907575418
4326	iphiclides_podalirius.IP_504.chromosome_9	2873839	3048678	410000.0	1000000.0	290000.0	2181320.0	1.0204081632653058e-08	-75554.40497555591
4327	iphiclides_podalirius.IP_504.chromosome_9	2913157	3095689	510000.0	900000.0	290000.0	2181320.0	3.0612244897959183e-08	-76475.81698187013
4328	iphiclides_podalirius.IP_504.chromosome_9	2967709	3138109	510000.0	900000.0	290000.0	2181320.0	5.10204081632653e-08	-78168.40736283085
4329	iphiclides_podalirius.IP_504.chromosome_9	2997201	3184442	510000.0	800000.0	290000.0	2181320.0	7.142857142857142e-08	-76807.52940275325
4330	iphiclides_podalirius.IP_504.chromosome_9	3020439	3225791	510000.0	800000.0	290000.0	2181320.0	1.3265306122448975e-07	-77565.14537355528
4331	iphiclides_podalirius.IP_504.chromosome_9	3048614	3285506	510000.0	800000.0	290000.0	2181320.0	1.224489795918367e-07	-78256.03618065905
4332	iphiclides_podalirius.IP_504.chromosome_9	3095622	3303315	510000.0	900000.0	290000.0	2181320.0	9.183673469387754e-08	-78462.84018843982
4333	iphiclides_podalirius.IP_504.chromosome_9	3138043	3340489	510000.0	1000000.0	290000.0	2181320.0	8.163265306122447e-08	-79195.48007200916
4334	iphiclides_podalirius.IP_504.chromosome_9	3184373	3362429	510000.0	1100000.0	290000.0	2181320.0	5.10204081632653e-08	-80970.25690934864
4335	iphiclides_podalirius.IP_504.chromosome_9	3225720	3383126	510000.0	1300000.0	290000.0	2181320.0	1.0204081632653058e-08	-80298.01532853158
4336	iphiclides_podalirius.IP_504.chromosome_9	3285442	3407064	510000.0	1400000.0	290000.0	2181320.0	2.0408163265306117e-08	-81470.1290064972
4337	iphiclides_podalirius.IP_504.chromosome_9	3303235	3423464	510000.0	1600000.0	290000.0	2181320.0	2.0408163265306117e-08	-82825.88425348146
4338	iphiclides_podalirius.IP_504.chromosome_9	3340404	3451719	510000.0	1600000.0	390000.0	2181320.0	0.0	-82764.20217027173
4339	iphiclides_podalirius.IP_504.chromosome_9	3362349	3471280	510000.0	1800000.0	390000.0	2181320.0	0.0	-83154.8231174121
4340	iphiclides_podalirius.IP_504.chromosome_9	3383014	3495809	410000.0	1900000.0	390000.0	2181320.0	1.0204081632653058e-08	-84175.8016213142
4341	iphiclides_podalirius.IP_504.chromosome_9	3406998	3511571	510000.0	1800000.0	390000.0	2181320.0	0.0	-85687.02941252018
4342	iphiclides_podalirius.IP_504.chromosome_9	3423390	3531258	510000.0	1700000.0	390000.0	2181320.0	0.0	-83736.41353645388
4343	iphiclides_podalirius.IP_504.chromosome_9	3451636	3558407	510000.0	1600000.0	390000.0	2181320.0	0.0	-83896.09895234043
4344	iphiclides_podalirius.IP_504.chromosome_9	3471216	3579576	510000.0	1400000.0	390000.0	2181320.0	0.0	-83444.70060411602
4345	iphiclides_podalirius.IP_504.chromosome_9	3495689	3599765	510000.0	1400000.0	390000.0	2181320.0	0.0	-83218.30546133676
4346	iphiclides_podalirius.IP_504.chromosome_9	3511506	3626801	510000.0	1400000.0	390000.0	2181320.0	0.0	-84329.61275323492
4347	iphiclides_podalirius.IP_504.chromosome_9	3531191	3653798	510000.0	1500000.0	490000.0	2181320.0	0.0	-87920.38892919334
4348	iphiclides_podalirius.IP_504.chromosome_9	3558341	3732284	510000.0	1400000.0	490000.0	2181320.0	2.0408163265306117e-08	-87134.63899934702
4349	iphiclides_podalirius.IP_504.chromosome_9	3579490	3754635	510000.0	1500000.0	490000.0	2181320.0	4.0816326530612233e-08	-87966.33413796948
4350	iphiclides_podalirius.IP_504.chromosome_9	3599698	3777897	510000.0	1400000.0	490000.0	2181320.0	4.0816326530612233e-08	-86594.84578978883
4351	iphiclides_podalirius.IP_504.chromosome_9	3626735	3791984	410000.0	1400000.0	390000.0	2181320.0	5.10204081632653e-08	-83328.21250820381
4352	iphiclides_podalirius.IP_504.chromosome_9	3653798	3826523	410000.0	1300000.0	390000.0	2181320.0	4.0816326530612233e-08	-80603.04681925844
4353	iphiclides_podalirius.IP_504.chromosome_9	3732213	3848525	410000.0	1400000.0	390000.0	2181320.0	1.0204081632653058e-08	-80532.41726222109
4354	iphiclides_podalirius.IP_504.chromosome_9	3754570	3891491	410000.0	1200000.0	290000.0	2181320.0	0.0	-77743.47850322332
4355	iphiclides_podalirius.IP_504.chromosome_9	3777833	3915451	510000.0	1200000.0	290000.0	2181320.0	0.0	-77714.15583069103
4356	iphiclides_podalirius.IP_504.chromosome_9	3791918	3961603	410000.0	1200000.0	290000.0	2181320.0	0.0	-78267.27917974629
4357	iphiclides_podalirius.IP_504.chromosome_9	3826457	3998444	410000.0	1300000.0	390000.0	2181320.0	0.0	-79381.4840980162
4358	iphiclides_podalirius.IP_504.chromosome_9	3848459	4047746	410000.0	1200000.0	290000.0	2181320.0	1.0204081632653058e-08	-78250.60518515318
4359	iphiclides_podalirius.IP_504.chromosome_9	3891425	4065484	510000.0	1200000.0	290000.0	2181320.0	1.0204081632653058e-08	-78453.1801998388
4360	iphiclides_podalirius.IP_504.chromosome_9	3915384	4082829	510000.0	1000000.0	390000.0	2181320.0	0.0	-78235.33195427609
4361	iphiclides_podalirius.IP_504.chromosome_9	3961535	4100263	510000.0	800000.0	290000.0	2181320.0	4.0816326530612233e-08	-77154.11070642491
4362	iphiclides_podalirius.IP_504.chromosome_9	3998375	4156345	510000.0	600000.0	290000.0	2181320.0	4.0816326530612233e-08	-74014.73501632203
4363	iphiclides_podalirius.IP_504.chromosome_9	4047682	4183672	610000.0	500000.0	290000.0	2181320.0	7.142857142857142e-08	-73516.56253047928
4364	iphiclides_podalirius.IP_504.chromosome_9	4065420	4195757	610000.0	600000.0	290000.0	2181320.0	6.122448979591838e-08	-74551.39763044853
4365	iphiclides_podalirius.IP_504.chromosome_9	4082763	4209620	510000.0	700000.0	190000.0	2181320.0	1.8367346938775507e-07	-73600.62708175696
4366	iphiclides_podalirius.IP_504.chromosome_9	4100224	4228674	610000.0	700000.0	290000.0	2181320.0	6.122448979591838e-08	-75123.99784796072
4367	iphiclides_podalirius.IP_504.chromosome_9	4156273	4249058	610000.0	900000.0	190000.0	2181320.0	2.448979591836735e-07	-75711.85807188343
4368	iphiclides_podalirius.IP_504.chromosome_9	4183604	4306775	510000.0	900000.0	190000.0	2181320.0	2.2448979591836733e-07	-75537.78121848227
4369	iphiclides_podalirius.IP_504.chromosome_9	4195691	4338716	510000.0	500000.0	290000.0	2181320.0	1.020408163265306e-07	-73160.87825167822
4370	iphiclides_podalirius.IP_504.chromosome_9	4209543	4355029	610000.0	600000.0	290000.0	2181320.0	5.10204081632653e-08	-74482.36310714138
4371	iphiclides_podalirius.IP_504.chromosome_9	4228606	4488935	510000.0	600000.0	290000.0	2181320.0	4.0816326530612233e-08	-73226.01718866949
4372	iphiclides_podalirius.IP_504.chromosome_9	4248991	4526726	310000.0	600000.0	290000.0	2181320.0	1.0204081632653058e-08	-70203.07491523222
4373	iphiclides_podalirius.IP_504.chromosome_9	4306708	4580683	310000.0	700000.0	290000.0	2181320.0	0.0	-68707.03474308152
4374	iphiclides_podalirius.IP_504.chromosome_9	4338651	4598970	310000.0	800000.0	290000.0	2181320.0	0.0	-69152.4418190033
4375	iphiclides_podalirius.IP_504.chromosome_9	4354964	4645350	310000.0	900000.0	290000.0	2181320.0	0.0	-70156.41639097959
4376	iphiclides_podalirius.IP_504.chromosome_9	4488871	4668416	410000.0	900000.0	290000.0	2181320.0	1.0204081632653058e-08	-72140.71708210549
4377	iphiclides_podalirius.IP_504.chromosome_9	4526661	4684438	510000.0	800000.0	290000.0	2181320.0	2.0408163265306117e-08	-74412.60028252575
4378	iphiclides_podalirius.IP_504.chromosome_9	4580619	4708865	510000.0	800000.0	290000.0	2181320.0	2.0408163265306117e-08	-75586.15674707215
4379	iphiclides_podalirius.IP_504.chromosome_9	4598874	4722335	510000.0	900000.0	290000.0	2181320.0	5.10204081632653e-08	-77157.49367703314
4380	iphiclides_podalirius.IP_504.chromosome_9	4645254	4740694	610000.0	800000.0	290000.0	2181320.0	9.183673469387754e-08	-77769.9503884139
4381	iphiclides_podalirius.IP_504.chromosome_9	4668350	4759313	510000.0	1000000.0	290000.0	2181320.0	1.020408163265306e-07	-79104.81951717855
4382	iphiclides_podalirius.IP_504.chromosome_9	4684335	4778030	410000.0	1300000.0	390000.0	2181320.0	7.142857142857142e-08	-81758.49543551348
4383	iphiclides_podalirius.IP_504.chromosome_9	4708800	4801672	410000.0	1500000.0	390000.0	2181320.0	9.183673469387754e-08	-82799.06015550281
4384	iphiclides_podalirius.IP_504.chromosome_9	4722270	4828258	410000.0	1500000.0	390000.0	2181320.0	8.163265306122447e-08	-82831.00112652784
4385	iphiclides_podalirius.IP_504.chromosome_9	4740629	4846324	410000.0	1300000.0	490000.0	2181320.0	6.122448979591838e-08	-81869.41978890987
4386	iphiclides_podalirius.IP_504.chromosome_9	4759240	4867122	410000.0	1300000.0	490000.0	2181320.0	8.163265306122447e-08	-82292.43785771928
4387	iphiclides_podalirius.IP_504.chromosome_9	4777966	4888972	310000.0	1100000.0	490000.0	2181320.0	9.183673469387754e-08	-80862.93623589417
4388	iphiclides_podalirius.IP_504.chromosome_9	4801606	4908585	410000.0	1000000.0	390000.0	2181320.0	1.530612244897959e-07	-79384.31882602257
4389	iphiclides_podalirius.IP_504.chromosome_9	4828194	4923818	410000.0	800000.0	390000.0	2181320.0	2.1428571428571426e-07	-76486.47103329416
4390	iphiclides_podalirius.IP_504.chromosome_9	4846258	4940468	510000.0	800000.0	390000.0	2181320.0	2.857142857142857e-07	-77486.70986026633
4391	iphiclides_podalirius.IP_504.chromosome_9	4867057	4956303	510000.0	700000.0	390000.0	2181320.0	2.040816326530612e-07	-77344.9838297008
4392	iphiclides_podalirius.IP_504.chromosome_9	4888900	4971537	510000.0	300000.0	490000.0	2181320.0	3.775510204081632e-07	-74324.55874197616
4393	iphiclides_podalirius.IP_504.chromosome_9	4908516	4987102	510000.0	500000.0	490000.0	2181320.0	1.1224489795918366e-07	-76928.47717602084
4394	iphiclides_podalirius.IP_504.chromosome_9	4923754	5001277	510000.0	600000.0	490000.0	2181320.0	1.020408163265306e-07	-78547.50316032441
4395	iphiclides_podalirius.IP_504.chromosome_9	4940400	5015340	510000.0	400000.0	490000.0	2181320.0	6.122448979591838e-08	-74837.33745375612
4396	iphiclides_podalirius.IP_504.chromosome_9	4956238	5051124	510000.0	300000.0	390000.0	2181320.0	1.3265306122448975e-07	-72898.6747050439
4397	iphiclides_podalirius.IP_504.chromosome_9	4971470	5094551	510000.0	300000.0	390000.0	2181320.0	1.020408163265306e-07	-73269.72748447928
4398	iphiclides_podalirius.IP_504.chromosome_9	4987037	5112570	610000.0	300000.0	290000.0	2181320.0	2.1428571428571426e-07	-70608.18137452085
4399	iphiclides_podalirius.IP_504.chromosome_9	5001212	5139314	610000.0	100000.0	290000.0	2181320.0	2.755102040816326e-07	-67108.9942978934
4400	iphiclides_podalirius.IP_504.chromosome_9	5015274	5243460	510000.0	300000.0	290000.0	2181320.0	2.1428571428571426e-07	-69667.91039393115
4401	iphiclides_podalirius.IP_504.chromosome_9	5051059	5297421	410000.0	400000.0	290000.0	2181320.0	1.4285714285714285e-07	-69361.55824841342
4402	iphiclides_podalirius.IP_504.chromosome_9	5094486	5323756	410000.0	700000.0	290000.0	2181320.0	1.020408163265306e-07	-72478.59562387521
4403	iphiclides_podalirius.IP_504.chromosome_9	5112505	5342199	310000.0	800000.0	290000.0	2181320.0	4.0816326530612233e-08	-71095.69692873015
4404	iphiclides_podalirius.IP_504.chromosome_9	5139249	5408136	310000.0	1100000.0	290000.0	2181320.0	0.0	-71520.32187697385
4405	iphiclides_podalirius.IP_504.chromosome_9	5243393	5511011	310000.0	1100000.0	190000.0	2181320.0	1.0204081632653058e-08	-71644.49009624693
4406	iphiclides_podalirius.IP_504.chromosome_9	5297356	5551798	310000.0	1000000.0	290000.0	2181320.0	1.0204081632653058e-08	-71723.17222055543
4407	iphiclides_podalirius.IP_504.chromosome_9	5323691	5569200	310000.0	800000.0	290000.0	2181320.0	1.0204081632653058e-08	-70519.15778582012
4408	iphiclides_podalirius.IP_504.chromosome_9	5342121	5589798	510000.0	700000.0	290000.0	2181320.0	7.142857142857142e-08	-74142.52368504887
4409	iphiclides_podalirius.IP_504.chromosome_9	5408068	5614417	510000.0	800000.0	290000.0	2181320.0	1.3265306122448975e-07	-76001.96512301972
4410	iphiclides_podalirius.IP_504.chromosome_9	5510916	5647181	510000.0	800000.0	290000.0	2181320.0	1.8367346938775507e-07	-75993.58531433815
4411	iphiclides_podalirius.IP_504.chromosome_9	5551734	5667231	510000.0	900000.0	390000.0	2181320.0	6.122448979591838e-08	-78802.74833905112
4412	iphiclides_podalirius.IP_504.chromosome_9	5569134	5700496	510000.0	900000.0	390000.0	2181320.0	5.10204081632653e-08	-79457.00966420461
4413	iphiclides_podalirius.IP_504.chromosome_9	5589730	5731524	410000.0	1100000.0	390000.0	2181320.0	1.0204081632653058e-08	-77712.99270638649
4414	iphiclides_podalirius.IP_504.chromosome_9	5614345	5805140	410000.0	900000.0	290000.0	2181320.0	2.0408163265306117e-08	-75577.44856762543
4415	iphiclides_podalirius.IP_504.chromosome_9	5647116	5825992	510000.0	1200000.0	290000.0	2181320.0	4.0816326530612233e-08	-78683.21336768399
4416	iphiclides_podalirius.IP_504.chromosome_9	5667167	5842954	610000.0	1100000.0	290000.0	2181320.0	5.10204081632653e-08	-79519.07116248066
4417	iphiclides_podalirius.IP_504.chromosome_9	5700429	5858219	610000.0	1000000.0	290000.0	2181320.0	5.10204081632653e-08	-79421.07894507237
4418	iphiclides_podalirius.IP_504.chromosome_9	5731457	5878723	610000.0	900000.0	390000.0	2181320.0	1.0204081632653058e-08	-79959.35626091437
4419	iphiclides_podalirius.IP_504.chromosome_9	5805071	5891831	610000.0	1000000.0	390000.0	2181320.0	1.0204081632653058e-08	-80975.95286525546
4420	iphiclides_podalirius.IP_504.chromosome_9	5825924	5906856	510000.0	800000.0	390000.0	2181320.0	1.0204081632653058e-08	-78187.1550360019
4421	iphiclides_podalirius.IP_504.chromosome_9	5842889	5924346	410000.0	900000.0	390000.0	2181320.0	2.0408163265306117e-08	-78452.54310558732
4422	iphiclides_podalirius.IP_504.chromosome_9	5858154	5939191	410000.0	1000000.0	390000.0	2181320.0	2.0408163265306117e-08	-79469.45254951682
4423	iphiclides_podalirius.IP_504.chromosome_9	5878654	5995882	410000.0	900000.0	390000.0	2181320.0	2.0408163265306117e-08	-78201.34352493416
4424	iphiclides_podalirius.IP_504.chromosome_9	5891763	6014294	410000.0	1100000.0	390000.0	2181320.0	1.0204081632653058e-08	-77834.07803875035
4425	iphiclides_podalirius.IP_504.chromosome_9	5906784	6031877	410000.0	1200000.0	290000.0	2181320.0	1.0204081632653058e-08	-76517.71420134656
4426	iphiclides_podalirius.IP_504.chromosome_9	5924282	6049010	410000.0	1000000.0	290000.0	2181320.0	0.0	-73553.51677131513
4427	iphiclides_podalirius.IP_504.chromosome_9	5939122	6072528	310000.0	800000.0	290000.0	2181320.0	0.0	-70188.58569606366
4428	iphiclides_podalirius.IP_504.chromosome_9	5995818	6089706	310000.0	700000.0	190000.0	2181320.0	1.0204081632653058e-08	-68581.05368774637
4429	iphiclides_podalirius.IP_504.chromosome_9	6014229	6112798	310000.0	500000.0	190000.0	2181320.0	6.122448979591838e-08	-65660.52062185988
4430	iphiclides_podalirius.IP_504.chromosome_9	6031811	6143639	410000.0	500000.0	290000.0	2181320.0	1.0204081632653058e-08	-68125.61094515676
4431	iphiclides_podalirius.IP_504.chromosome_9	6048941	6163302	310000.0	600000.0	290000.0	2181320.0	1.0204081632653058e-08	-69445.02110265744
4432	iphiclides_podalirius.IP_504.chromosome_9	6072463	6176904	310000.0	700000.0	290000.0	2181320.0	2.0408163265306117e-08	-71968.05709292693
4433	iphiclides_podalirius.IP_504.chromosome_9	6089641	6190202	310000.0	700000.0	290000.0	2181320.0	2.0408163265306117e-08	-72918.88502234027
4434	iphiclides_podalirius.IP_504.chromosome_9	6112729	6236880	410000.0	800000.0	290000.0	2181320.0	2.0408163265306117e-08	-73168.13704335218
4435	iphiclides_podalirius.IP_504.chromosome_9	6143544	6262847	410000.0	700000.0	390000.0	2181320.0	1.0204081632653058e-08	-73341.66940616598
4436	iphiclides_podalirius.IP_504.chromosome_9	6163233	6280600	410000.0	700000.0	290000.0	2181320.0	9.183673469387754e-08	-74207.72493234367
4437	iphiclides_podalirius.IP_504.chromosome_9	6176839	6295434	410000.0	700000.0	290000.0	2181320.0	1.020408163265306e-07	-74481.09729732572
4438	iphiclides_podalirius.IP_504.chromosome_9	6190135	6312586	410000.0	700000.0	390000.0	2181320.0	7.142857142857142e-08	-76247.79024156122
4439	iphiclides_podalirius.IP_504.chromosome_9	6236813	6337146	510000.0	600000.0	390000.0	2181320.0	5.10204081632653e-08	-76822.4318085158
4440	iphiclides_podalirius.IP_504.chromosome_9	6262720	6353301	510000.0	500000.0	390000.0	2181320.0	1.020408163265306e-07	-74412.632621425
